4.9652 143
4.98104 184
4.99688 157
5.01272 158
5.02856 149
5.0444 143
5.06024 129
5.07609 148
5.09193 121
5.10777 134
5.12361 148
5.13945 102
5.1553 98
5.17114 120
5.18698 103
5.20283 123
5.21867 133
5.23451 131
5.25036 163
5.2662 164
5.28205 167
5.29789 126
5.31374 109
5.32958 94
5.34543 83
5.36127 57
5.37712 74
5.39296 65
5.40881 69
5.42466 58
5.4405 59
5.45635 42
5.4722 50
5.48805 51
5.5039 37
5.51974 55
5.53559 36
5.55144 49
5.56729 32
5.58314 28
5.59899 30
5.61484 34
5.63069 20
5.64654 36
5.66239 21
5.67824 30
5.69409 48
5.70994 37
5.72579 36
5.74164 35
5.7575 26
5.77335 28
5.7892 25
5.80505 28
5.82091 27
5.83676 27
5.85261 38
5.86847 33
5.88432 35
5.90017 27
5.91603 25
5.93188 34
5.94774 47
5.96359 59
5.97945 179
5.9953 362
6.01116 677
6.02702 811
6.04287 801
6.05873 615
6.07459 420
6.09044 228
6.1063 115
6.12216 81
6.13801 68
6.15387 46
6.16973 38
6.18559 38
6.20145 44
6.21731 75
6.23317 119
6.24903 137
6.26488 125
6.28074 92
6.2966 66
6.31247 46
6.32833 35
6.34419 31
6.36005 26
6.37591 61
6.39177 117
6.40763 406
6.42349 796
6.43936 1181
6.45522 1229
6.47108 1098
6.48694 723
6.50281 391
6.51867 217
6.53453 129
6.5504 75
6.56626 47
6.58213 48
6.59799 29
6.61386 32
6.62972 23
6.64559 20
6.66145 24
6.67732 19
6.69318 21
6.70905 28
6.72492 22
6.74078 28
6.75665 24
6.77252 37
6.78839 28
6.80425 23
6.82012 26
6.83599 37
6.85186 32
6.86773 25
6.88359 46
6.89946 41
6.91533 41
6.9312 40
6.94707 37
6.96294 31
6.97881 48
6.99468 71
7.01055 140
7.02642 206
7.0423 227
7.05817 171
7.07404 124
7.08991 72
7.10578 69
7.12166 41
7.13753 46
7.1534 49
7.16927 42
7.18515 52
7.20102 57
7.21689 57
7.23277 102
7.24864 86
7.26452 89
7.28039 77
7.29627 142
7.31214 429
7.32802 1270
7.34389 2509
7.35977 3859
7.37564 4485
7.39152 4402
7.4074 3285
7.42327 1782
7.43915 972
7.45503 558
7.4709 302
7.48678 171
7.50266 119
7.51854 96
7.53442 119
7.5503 135
7.56617 300
7.58205 872
7.59793 2003
7.61381 3574
7.62969 4865
7.64557 5851
7.66145 5313
7.67733 3866
7.69321 2052
7.70909 1120
7.72497 580
7.74086 364
7.75674 221
7.77262 129
7.7885 99
7.80438 72
7.82027 57
7.83615 66
7.85203 47
7.86791 52
7.8838 57
7.89968 42
7.91556 37
7.93145 31
7.94733 36
7.96322 27
7.9791 37
7.99499 32
8.01087 55
8.02676 39
8.04264 31
8.05853 35
8.07441 36
8.0903 42
8.10619 52
8.12207 36
8.13796 45
8.15385 55
8.16973 55
8.18562 50
8.20151 39
8.2174 50
8.23329 40
8.24917 35
8.26506 43
8.28095 44
8.29684 77
8.31273 327
8.32862 1055
8.34451 2499
8.366 4400
8.38186 6086
8.39771 6753
8.41357 6184
8.42942 4385
8.44527 3075
8.46113 2265
8.47698 2140
8.49284 1897
8.50869 1344
8.52455 742
8.5404 371
8.55626 224
8.57211 140
8.58797 97
8.60383 80
8.61968 56
8.63554 75
8.65139 59
8.66725 85
8.68311 91
8.69896 72
8.71482 84
8.73068 68
8.74653 46
8.76239 47
8.77825 32
8.79411 34
8.80997 32
8.82582 38
8.84168 39
8.85754 54
8.8734 73
8.88926 67
8.90512 87
8.92097 80
8.93683 53
8.95269 61
8.96855 82
8.98441 171
9.00027 356
9.01613 545
9.03199 728
9.04785 733
9.06371 671
9.07957 434
9.09543 253
9.11129 148
9.12715 121
9.14302 189
9.15888 247
9.17474 290
9.1906 353
9.20646 270
9.22232 205
9.23818 146
9.25405 91
9.26991 89
9.28577 164
9.30163 299
9.3175 480
9.33336 529
9.34922 461
9.36509 395
9.38095 257
9.39681 149
9.41268 77
9.42854 68
9.4444 40
9.46027 36
9.47613 53
9.492 54
9.50786 64
9.52373 71
9.53959 116
9.55546 160
9.57132 158
9.58719 156
9.60305 114
9.61892 93
9.63478 54
9.65065 36
9.66651 44
9.68238 29
9.69825 36
9.71411 28
9.72998 28
9.74585 26
9.76171 35
9.77758 19
9.79345 29
9.80931 33
9.82518 51
9.84105 89
9.85692 97
9.87278 110
9.88865 88
9.90452 88
9.92039 50
9.93626 44
9.95213 44
9.968 29
9.98386 35
9.99973 46
10.0156 54
10.0315 92
10.0473 83
10.0632 109
10.0791 119
10.095 116
10.1108 101
10.1267 71
10.1426 88
10.1584 80
10.1743 55
10.1902 50
10.206 36
10.2219 38
10.2378 31
10.2537 29
10.2695 39
10.2854 32
10.3013 43
10.3171 135
10.333 320
10.3489 599
10.3648 1023
10.3806 1265
10.3965 1333
10.4124 1092
10.4283 864
10.4441 483
10.46 269
10.4759 151
10.4917 81
10.5076 56
10.5235 45
10.5394 38
10.5552 27
10.5711 53
10.587 61
10.6029 77
10.6187 89
10.6346 79
10.6505 62
10.6664 51
10.6822 63
10.6981 80
10.714 98
10.7299 87
10.7457 54
10.7616 72
10.7775 47
10.7934 49
10.8092 42
10.8251 43
10.841 30
10.8569 33
10.8728 51
10.8886 82
10.9045 195
10.9204 427
10.9363 566
10.9521 665
10.968 611
10.9839 526
10.9998 379
11.0156 243
11.0315 170
11.0474 126
11.0633 121
11.0792 75
11.095 64
11.1109 49
11.1268 109
11.1427 166
11.1586 339
11.1744 536
11.1903 660
11.2062 626
11.2221 601
11.238 394
11.2538 312
11.2697 202
11.2856 158
11.3015 107
11.3174 96
11.3332 82
11.3491 48
11.365 49
11.3809 64
11.3968 72
11.4126 107
11.4285 134
11.4444 159
11.4603 317
11.4762 383
11.4921 505
11.5079 765
11.5238 970
11.5397 1149
11.5556 1138
11.5715 1021
11.5873 776
11.6032 521
11.6191 326
11.635 215
11.6509 177
11.6668 127
11.6826 140
11.6985 128
11.7144 153
11.7303 201
11.7462 199
11.7621 197
11.778 117
11.7938 80
11.8097 72
11.8256 87
11.8415 166
11.8574 321
11.8733 556
11.8891 695
11.905 722
11.9209 719
11.9368 500
11.9527 280
11.9686 255
11.9845 201
12.0003 195
12.0162 276
12.0321 325
12.048 336
12.0693 289
12.0851 233
12.1009 145
12.1167 98
12.1325 103
12.1483 91
12.1641 70
12.1799 70
12.1957 77
12.2115 67
12.2273 51
12.2431 54
12.2589 39
12.2747 78
12.2905 86
12.3063 74
12.3221 63
12.338 52
12.3538 29
12.3696 27
12.3854 32
12.4012 22
12.417 38
12.4329 38
12.4487 63
12.4645 87
12.4803 109
12.4961 124
12.512 176
12.5278 143
12.5436 163
12.5594 183
12.5753 257
12.5911 392
12.6069 449
12.6227 453
12.6386 376
12.6544 309
12.6702 236
12.6861 173
12.7019 161
12.7177 144
12.7336 133
12.7494 134
12.7653 174
12.7811 255
12.7969 565
12.8128 1125
12.8286 1678
12.8445 1882
12.8603 1806
12.8761 1344
12.892 794
12.9078 494
12.9237 272
12.9395 202
12.9554 161
12.9712 161
12.9871 193
13.0029 185
13.0188 199
13.0346 198
13.0505 189
13.0664 268
13.0822 484
13.0981 751
13.1139 883
13.1298 943
13.1457 811
13.1615 610
13.1774 432
13.1932 391
13.2091 333
13.225 290
13.2408 260
13.2567 173
13.2726 118
13.2884 93
13.3043 83
13.3202 85
13.336 94
13.3519 107
13.3678 116
13.3837 119
13.3995 133
13.4154 140
13.4313 133
13.4472 122
13.4631 145
13.4789 130
13.4948 106
13.5107 91
13.5266 83
13.5425 59
13.5584 68
13.5742 65
13.5901 64
13.606 66
13.6219 62
13.6378 72
13.6537 82
13.6696 132
13.6855 206
13.7014 288
13.7172 304
13.7331 338
13.749 344
13.7649 324
13.7808 320
13.7967 266
13.8126 227
13.8285 241
13.8444 286
13.8603 308
13.8762 431
13.8921 491
13.908 570
13.924 607
13.9399 516
13.9558 472
13.9717 380
13.9876 305
14.0035 261
14.0194 267
14.0353 234
14.0512 271
14.0671 281
14.0831 447
14.099 536
14.1149 610
14.1308 662
14.1467 620
14.1626 560
14.1786 562
14.1945 457
14.2104 320
14.2263 335
14.2423 285
14.2582 300
14.2741 263
14.29 306
14.306 239
14.3219 211
14.3378 254
14.3538 246
14.3697 258
14.3856 317
14.4016 328
14.4175 331
14.4334 335
14.4494 444
14.4653 662
14.4812 799
14.4972 847
14.5131 751
14.5291 589
14.545 446
14.5609 352
14.5769 306
14.5928 321
14.6088 302
14.6247 307
14.6407 340
14.6566 355
14.6726 388
14.6885 480
14.7045 549
14.7204 682
14.7364 773
14.7523 850
14.7683 782
14.7842 761
14.8002 675
14.8161 669
14.8321 664
14.8481 632
14.864 562
14.88 425
14.8959 413
14.9119 288
14.9279 247
14.9438 211
14.9598 189
14.9758 183
14.9917 195
15.0077 195
15.0237 238
15.0396 244
15.0556 246
15.0716 242
15.0875 214
15.1035 238
15.1195 277
15.1355 340
15.1514 429
15.1674 411
15.1834 400
15.1994 379
15.2154 327
15.2313 229
15.2473 258
15.2633 229
15.2793 243
15.2953 289
15.3112 312
15.3272 336
15.3432 310
15.3592 304
15.3752 299
15.3912 268
15.4072 312
15.4232 337
15.4392 429
15.4552 455
15.4711 484
15.4871 449
15.5031 399
15.5191 358
15.5351 281
15.5511 243
15.5671 190
15.5831 170
15.5991 157
15.6151 140
15.6311 148
15.6471 191
15.6631 173
15.6791 213
15.6952 242
15.7112 289
15.7272 313
15.7432 343
15.7592 316
15.7752 299
15.7912 262
15.8072 232
15.8232 242
15.8393 200
15.8553 213
15.8713 209
15.8873 194
15.9033 200
15.9193 182
15.9354 228
15.9514 196
15.9674 201
15.9834 193
15.9994 175
16.0155 163
16.0315 199
16.0475 233
16.0635 210
16.0796 206
16.0956 206
16.1116 195
16.1277 192
16.1437 244
16.1597 213
16.1758 202
16.1918 221
16.2078 198
16.2239 205
16.2399 174
16.2559 193
16.272 178
16.288 173
16.3041 187
16.3201 194
16.3361 202
16.3522 185
16.3682 217
16.3843 206
16.4003 185
16.4164 198
16.4324 201
16.4485 193
16.4645 214
16.4806 241
16.4966 347
16.5127 501
16.5287 584
16.5448 574
16.5608 579
16.5769 506
16.5929 401
16.609 252
16.625 251
16.6411 285
16.6572 285
16.6732 323
16.6893 413
16.7053 427
16.7214 387
16.7375 419
16.7535 372
16.7696 308
16.7857 391
16.8017 426
16.8178 519
16.8339 572
16.8499 616
16.866 612
16.8821 596
16.8982 551
16.9142 457
16.9303 415
16.9464 333
16.9625 355
16.9785 358
16.9946 335
17.0107 324
17.0268 316
17.0428 328
17.0589 344
17.075 313
17.0911 386
17.1072 297
17.1233 341
17.1393 306
17.1554 293
17.1715 322
17.1876 315
17.2037 362
17.2198 355
17.2359 394
17.252 438
17.2681 562
17.2842 684
17.3002 822
17.3163 935
17.3324 1039
17.3485 1070
17.3646 1146
17.3807 1095
17.3968 1042
17.4129 968
17.429 889
17.4451 771
17.4612 621
17.4773 674
17.4934 578
17.5096 503
17.5257 443
17.5418 408
17.5579 347
17.574 352
17.5901 348
17.6062 300
17.6223 264
17.6384 278
17.6545 221
17.6707 212
17.6868 281
17.7029 307
17.719 303
17.7351 307
17.7512 342
17.7674 318
17.7835 336
17.7996 366
17.8157 357
17.8318 319
17.848 351
17.8641 335
17.8802 340
17.8963 388
17.9125 401
17.9286 389
17.9447 395
17.9609 367
17.977 415
17.9931 430
18.0093 430
18.0254 382
18.0415 422
18.0577 425
18.0738 425
18.0899 418
18.1061 433
18.1222 421
18.1383 415
18.1545 437
18.1706 366
18.1868 371
18.2029 390
18.2191 378
18.2352 402
18.2513 369
18.2675 347
18.2836 343
18.2998 344
18.3159 361
18.3321 347
18.3482 307
18.3644 287
18.3805 254
18.3967 243
18.4128 253
18.429 250
18.4451 255
18.4613 211
18.4775 209
18.4936 224
18.5098 245
18.5259 278
18.5421 285
18.5583 268
18.5744 233
18.5906 231
18.6067 203
18.6229 156
18.6391 143
18.6552 122
18.6714 96
18.6876 73
18.7037 21
18.7199 5
18.7361 3
18.7523 0
18.7684 0
18.7846 1
18.8008 0
18.817 1
18.8331 0
18.8493 0
18.8655 0
18.8817 0
18.8978 0
18.914 0
18.9302 0
18.9464 0
18.9626 0
18.9787 0
18.9949 0
19.0111 0
19.0273 0
19.0435 0
19.0597 0
19.0759 0
19.0921 0
19.1082 0
19.1244 0
19.1406 0
19.1568 0
19.173 0
19.1892 0
19.2054 0
19.2216 0
19.2378 0
19.254 0
19.2702 0
19.2864 0
19.3026 0
19.3188 0
19.335 0
19.3512 0
19.3674 0
19.3836 0
19.3998 0
19.416 0
19.4322 0
19.4484 0
19.4646 0
19.4808 0
19.4971 0
19.5133 0
19.5295 0
19.5457 0
19.5619 0
19.5781 0
19.5943 0
19.6105 0
19.6268 0
19.643 0
19.6592 0
19.6754 0
19.6916 0
19.7079 0
19.7241 0
19.7403 0
19.7565 0
19.7728 0
19.789 0
19.8052 0
19.8214 0
19.8377 0
19.8539 0
19.8701 0
19.8863 0
19.9026 0
19.9188 0
19.935 0
19.9513 0
19.9675 0
19.9837 0
20 0
20.0162 0
20.0325 0
20.0487 0
20.0649 0
20.0812 0
20.0974 0
20.1137 0
20.1299 0
20.1461 0
20.1624 0
20.1786 0
20.1949 0
20.2111 0
20.2274 0
20.2436 0
20.2599 0
20.2761 0
20.2924 0
20.3086 0
20.3249 0
20.3411 0
20.3574 0
20.3736 0
20.3899 0
20.4061 0
20.4224 0
20.4387 0
20.4549 0
20.4712 0
20.4874 0
20.5037 0
20.52 0
20.5362 0
20.5525 0
20.5688 0
20.585 0
20.6013 0
20.6175 0
20.6338 0
20.6501 0
20.6664 0
20.6826 0
20.6989 0
20.7152 0
20.7314 0
20.7477 0
20.764 0
20.7803 0
20.7965 0
20.8128 0
20.8291 0
20.8454 0
20.8617 0
20.8779 0
20.8942 0
20.9105 0
20.9268 0
20.9431 0
20.9593 0
20.9756 0
20.9919 0
21.0082 0
21.0245 0
21.0408 0
21.0571 0
21.0734 0
21.0896 0
21.1059 0
21.1222 0
21.1385 0
21.1548 0
21.1711 0
21.1874 0
21.2037 0
21.22 0
21.2363 0
21.2526 0
21.2689 0
21.2852 0
21.3015 0
21.3178 0
21.3341 0
21.3504 0
